Channel2,Gender,Race,Age,Age_Group,Province,Watch_Time,watch_time_classification,total_watch_time_hours,avg_watch_time_hours,viewing_date,Day,Date,Month,day_classification,viewing_segment_classification
Trace TV,male,None,33,3. Young Adult,Western Cape,0:04:57,1. Skim,0.0825,0.0825,49:00.0,Tue,12,Jan,Weekday,4. Afternoon
Africa Magic,male,black,23,3. Young Adult,Gauteng,0:03:55,1. Skim,0.065278,0.065278,12:00.0,Sun,14,Feb,Weekend,6. Evening_Peak
Africa Magic,male,black,37,4. Adult,Northern Cape,0:00:13,1. Skim,0.003611,0.003611,41:00.0,Wed,23,Mar,Weekday,5. Evening
Trace TV,male,black,34,3. Young Adult,Gauteng,0:02:33,1. Skim,0.0425,0.0425,56:00.0,Sat,26,Mar,Weekend,2. Morning_Peak
Boomerang,male,coloured,26,3. Young Adult,Western Cape,0:00:20,1. Skim,0.005556,0.005556,50:00.0,Fri,19,Feb,Weekday,2. Morning_Peak
SawSee,female,None,28,3. Young Adult,Kwazulu Natal,0:00:11,1. Skim,0.003056,0.003056,51:00.0,Tue,26,Jan,Weekday,5. Evening
E! Entertainment,male,other,34,3. Young Adult,Western Cape,0:00:58,1. Skim,0.016111,0.016111,03:00.0,Sun,21,Feb,Weekend,6. Evening_Peak
SuperSport Blitz,male,coloured,39,4. Adult,Western Cape,0:01:32,1. Skim,0.025556,0.025556,11:00.0,Fri,11,Mar,Weekday,6. Evening_Peak
CNN,male,white,49,4. Adult,Gauteng,0:01:26,1. Skim,0.023889,0.023889,23:00.0,Mon,28,Mar,Weekday,6. Evening_Peak
Cartoon Network,male,None,42,4. Adult,Gauteng,0:01:10,1. Skim,0.019445,0.019445,29:00.0,Thu,18,Feb,Weekday,5. Evening
Cartoon Network,male,white,29,3. Young Adult,Gauteng,0:01:59,1. Skim,0.033056,0.033056,25:00.0,Sat,20,Feb,Weekend,2. Morning_Peak
Supersport Live Events,male,white,44,4. Adult,Gauteng,1:24:20,4. Long_watch,1.405556,1.405556,25:00.0,Fri,4,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,49,4. Adult,Mpumalanga,0:00:28,1. Skim,0.007778,0.007778,01:00.0,Sun,6,Mar,Weekend,5. Evening
Supersport Live Events,male,None,43,4. Adult,Gauteng,0:13:02,2. Short_watch,0.217223,0.217223,16:00.0,Fri,11,Mar,Weekday,6. Evening_Peak
Trace TV,male,black,25,3. Young Adult,Gauteng,0:00:06,1. Skim,0.001667,0.001667,18:00.0,Sun,17,Jan,Weekend,2. Morning_Peak
Trace TV,male,coloured,33,3. Young Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,48:00.0,Mon,22,Feb,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,white,40,4. Adult,Mpumalanga,0:03:40,1. Skim,0.061111,0.061111,03:00.0,Wed,24,Feb,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,None,50,4. Adult,Limpopo,0:04:40,1. Skim,0.077778,0.077778,20:00.0,Fri,25,Mar,Weekday,4. Afternoon
Africa Magic,male,black,24,3. Young Adult,Western Cape,0:28:38,3. Regular_watch,0.477223,0.477223,53:00.0,Sat,26,Mar,Weekend,6. Evening_Peak
Boomerang,male,white,37,4. Adult,Mpumalanga,0:00:02,1. Skim,0.000556,0.000556,56:00.0,Wed,2,Mar,Weekday,5. Evening
Boomerang,female,black,22,3. Young Adult,Limpopo,0:09:29,2. Short_watch,0.158056,0.158056,10:00.0,Wed,6,Jan,Weekday,2. Morning_Peak
Africa Magic,female,black,22,3. Young Adult,Limpopo,0:00:02,1. Skim,0.000556,0.000556,12:00.0,Mon,11,Jan,Weekday,2. Morning_Peak
Cartoon Network,male,white,24,3. Young Adult,Mpumalanga,0:00:36,1. Skim,0.01,0.01,17:00.0,Fri,1,Jan,Weekday,6. Evening_Peak
Cartoon Network,male,white,24,3. Young Adult,Mpumalanga,0:00:48,1. Skim,0.013333,0.013333,52:00.0,Fri,1,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,black,42,4. Adult,Western Cape,0:00:10,1. Skim,0.002778,0.002778,53:00.0,Sun,10,Jan,Weekend,6. Evening_Peak
SawSee,male,white,30,3. Young Adult,Gauteng,0:00:41,1. Skim,0.011389,0.011389,10:00.0,Mon,1,Feb,Weekday,1. Graveyard
ICC Cricket World Cup 2011,female,white,47,4. Adult,Gauteng,0:05:06,2. Short_watch,0.085,0.085,43:00.0,Sun,6,Mar,Weekend,3. Mid_Morning
Cartoon Network,male,coloured,27,3. Young Adult,Western Cape,0:29:38,3. Regular_watch,0.493889,0.493889,39:00.0,Sun,3,Jan,Weekend,6. Evening_Peak
DStv Events 1,male,indian_asian,41,4. Adult,Gauteng,0:00:50,1. Skim,0.013889,0.013889,18:00.0,Sun,28,Feb,Weekend,6. Evening_Peak
ICC Cricket World Cup 2011,male,None,32,3. Young Adult,Gauteng,0:02:50,1. Skim,0.047222,0.047222,27:00.0,Tue,23,Feb,Weekday,4. Afternoon
Supersport Live Events,male,white,39,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,54:00.0,Sat,12,Mar,Weekend,4. Afternoon
SuperSport Blitz,male,white,51,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,48:00.0,Wed,30,Mar,Weekday,2. Morning_Peak
Boomerang,female,coloured,34,3. Young Adult,Mpumalanga,0:02:00,1. Skim,0.033333,0.033333,13:00.0,Fri,18,Mar,Weekday,6. Evening_Peak
Africa Magic,male,black,35,3. Young Adult,Kwazulu Natal,0:00:02,1. Skim,0.000556,0.000556,14:00.0,Thu,21,Jan,Weekday,2. Morning_Peak
Supersport Live Events,male,black,25,3. Young Adult,Gauteng,0:01:26,1. Skim,0.023889,0.023889,03:00.0,Fri,5,Feb,Weekday,4. Afternoon
Africa Magic,male,black,41,4. Adult,Gauteng,0:01:26,1. Skim,0.023889,0.023889,49:00.0,Sun,20,Mar,Weekend,3. Mid_Morning
Africa Magic,male,black,44,4. Adult,Eastern Cape,0:00:14,1. Skim,0.003889,0.003889,16:00.0,Fri,15,Jan,Weekday,4. Afternoon
Trace TV,None,None,0,1. Children,None,0:04:48,1. Skim,0.08,0.08,47:00.0,Wed,16,Mar,Weekday,4. Afternoon
Supersport Live Events,male,black,40,4. Adult,Gauteng,0:01:34,1. Skim,0.026111,0.026111,43:00.0,Mon,15,Feb,Weekday,6. Evening_Peak
E! Entertainment,male,None,22,3. Young Adult,Western Cape,0:00:52,1. Skim,0.014444,0.014444,07:00.0,Sun,10,Jan,Weekend,4. Afternoon
Supersport Live Events,male,indian_asian,48,4. Adult,Kwazulu Natal,0:38:00,3. Regular_watch,0.633333,0.633333,50:00.0,Fri,19,Feb,Weekday,5. Evening
Trace TV,male,black,33,3. Young Adult,Kwazulu Natal,0:00:33,1. Skim,0.009167,0.009167,33:00.0,Wed,2,Mar,Weekday,1. Graveyard
Supersport Live Events,male,white,30,3. Young Adult,Gauteng,1:03:48,4. Long_watch,1.063333,1.063333,03:00.0,Fri,4,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,indian_asian,22,3. Young Adult,Gauteng,0:02:30,1. Skim,0.041666,0.041666,35:00.0,Wed,24,Feb,Weekday,3. Mid_Morning
Channel O,male,black,32,3. Young Adult,Kwazulu Natal,0:59:27,3. Regular_watch,0.990833,0.990833,42:00.0,Fri,5,Feb,Weekday,3. Mid_Morning
SuperSport Blitz,male,black,37,4. Adult,Gauteng,0:05:46,2. Short_watch,0.096111,0.096111,48:00.0,Thu,11,Feb,Weekday,4. Afternoon
SuperSport Blitz,male,black,51,4. Adult,Eastern Cape,0:01:44,1. Skim,0.028889,0.028889,18:00.0,Tue,16,Feb,Weekday,1. Graveyard
Channel O,None,None,0,1. Children,None,0:00:00,1. Skim,0,0.00E+00,49:00.0,Tue,9,Feb,Weekday,4. Afternoon
Trace TV,male,indian_asian,22,3. Young Adult,Western Cape,0:05:12,2. Short_watch,0.086666,0.086666,36:00.0,Sat,27,Feb,Weekend,3. Mid_Morning
Trace TV,male,indian_asian,33,3. Young Adult,Gauteng,0:00:54,1. Skim,0.015,0.015,19:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
Cartoon Network,male,black,31,3. Young Adult,Gauteng,1:01:47,4. Long_watch,1.029723,1.029723,48:00.0,Sun,24,Jan,Weekend,6. Evening_Peak
Supersport Live Events,male,black,26,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,38:00.0,Thu,3,Mar,Weekday,6. Evening_Peak
Channel O,male,black,40,4. Adult,Gauteng,0:20:45,3. Regular_watch,0.345833,0.345833,38:00.0,Sat,19,Mar,Weekend,4. Afternoon
CNN,male,white,39,4. Adult,Western Cape,0:01:08,1. Skim,0.018889,0.018889,54:00.0,Fri,19,Feb,Weekday,3. Mid_Morning
Supersport Live Events,male,coloured,47,4. Adult,Western Cape,1:35:10,4. Long_watch,1.586111,1.586111,49:00.0,Sun,14,Feb,Weekend,6. Evening_Peak
Boomerang,male,None,47,4. Adult,Gauteng,0:01:12,1. Skim,0.02,0.02,42:00.0,Sat,26,Mar,Weekend,4. Afternoon
M-Net,male,black,40,4. Adult,Free State,0:02:26,1. Skim,0.040555,0.040555,27:00.0,Thu,31,Mar,Weekday,5. Evening
Africa Magic,male,black,32,3. Young Adult,Mpumalanga,0:00:46,1. Skim,0.012778,0.012778,46:00.0,Sat,26,Mar,Weekend,4. Afternoon
Supersport Live Events,female,black,24,3. Young Adult,Eastern Cape,0:16:42,3. Regular_watch,0.278334,0.278334,36:00.0,Thu,7,Jan,Weekday,2. Morning_Peak
Trace TV,male,coloured,23,3. Young Adult,Western Cape,0:00:33,1. Skim,0.009167,0.009167,54:00.0,Fri,12,Feb,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,None,37,4. Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,33:00.0,Fri,25,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,white,30,3. Young Adult,Gauteng,0:01:02,1. Skim,0.017223,0.017223,55:00.0,Fri,25,Mar,Weekday,4. Afternoon
Supersport Live Events,male,white,45,4. Adult,Gauteng,0:07:40,2. Short_watch,0.127778,0.127778,11:00.0,Fri,11,Mar,Weekday,3. Mid_Morning
Cartoon Network,male,None,22,3. Young Adult,Western Cape,0:00:22,1. Skim,0.006111,0.006111,29:00.0,Sat,20,Feb,Weekend,6. Evening_Peak
Trace TV,None,None,0,1. Children,None,0:01:12,1. Skim,0.02,0.02,06:00.0,Tue,29,Mar,Weekday,5. Evening
ICC Cricket World Cup 2011,male,white,44,4. Adult,Gauteng,0:23:40,3. Regular_watch,0.394444,0.394444,49:00.0,Wed,2,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,indian_asian,35,3. Young Adult,Limpopo,0:11:34,2. Short_watch,0.192777,0.192777,57:00.0,Sun,28,Feb,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,black,26,3. Young Adult,Mpumalanga,0:00:24,1. Skim,0.006667,0.006667,58:00.0,Fri,25,Mar,Weekday,5. Evening
Cartoon Network,male,white,39,4. Adult,Eastern Cape,0:00:02,1. Skim,0.000556,0.000556,11:00.0,Fri,15,Jan,Weekday,1. Graveyard
ICC Cricket World Cup 2011,male,white,32,3. Young Adult,Gauteng,0:02:28,1. Skim,0.041111,0.041111,32:00.0,Wed,24,Feb,Weekday,4. Afternoon
Trace TV,male,black,32,3. Young Adult,North West,0:11:45,2. Short_watch,0.195833,0.195833,37:00.0,Fri,15,Jan,Weekday,5. Evening
Supersport Live Events,female,black,34,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,10:00.0,Mon,28,Mar,Weekday,2. Morning_Peak
Supersport Live Events,male,white,40,4. Adult,Gauteng,0:53:34,3. Regular_watch,0.892777,0.892777,13:00.0,Thu,24,Mar,Weekday,5. Evening
Africa Magic,male,black,34,3. Young Adult,Gauteng,0:00:02,1. Skim,0.000556,0.000556,40:00.0,Thu,3,Mar,Weekday,2. Morning_Peak
Cartoon Network,male,white,41,4. Adult,Gauteng,0:35:23,3. Regular_watch,0.589722,0.589722,56:00.0,Fri,12,Feb,Weekday,5. Evening
Boomerang,male,None,60,4. Adult,Gauteng,0:01:00,1. Skim,0.016667,0.016667,10:00.0,Tue,1,Mar,Weekday,3. Mid_Morning
Africa Magic,male,None,30,3. Young Adult,Gauteng,0:00:04,1. Skim,0.001111,0.001111,46:00.0,Sat,23,Jan,Weekend,2. Morning_Peak
Trace TV,male,None,27,3. Young Adult,Kwazulu Natal,0:05:12,2. Short_watch,0.086666,0.086666,34:00.0,Mon,8,Feb,Weekday,6. Evening_Peak
CNN,male,coloured,46,4. Adult,Western Cape,0:11:47,2. Short_watch,0.196389,0.196389,37:00.0,Thu,25,Feb,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,white,21,3. Young Adult,Gauteng,0:21:18,3. Regular_watch,0.355,0.355,35:00.0,Thu,25,Feb,Weekday,4. Afternoon
Supersport Live Events,male,None,51,4. Adult,Kwazulu Natal,0:02:24,1. Skim,0.04,0.04,55:00.0,Fri,5,Feb,Weekday,4. Afternoon
Supersport Live Events,male,white,43,4. Adult,Kwazulu Natal,0:13:24,2. Short_watch,0.223334,0.223334,39:00.0,Thu,21,Jan,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,coloured,40,4. Adult,Western Cape,0:44:20,3. Regular_watch,0.738889,0.738889,23:00.0,Sun,6,Mar,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,white,43,4. Adult,Eastern Cape,0:01:28,1. Skim,0.024445,0.024445,02:00.0,Thu,3,Mar,Weekday,2. Morning_Peak
CNN,None,None,0,1. Children,None,0:27:36,3. Regular_watch,0.46,0.46,56:00.0,Sat,19,Mar,Weekend,4. Afternoon
Boomerang,female,white,50,4. Adult,Limpopo,0:00:04,1. Skim,0.001111,0.001111,41:00.0,Sun,3,Jan,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,black,30,3. Young Adult,Western Cape,0:03:52,1. Skim,0.064444,0.064444,33:00.0,Wed,24,Feb,Weekday,4. Afternoon
Supersport Live Events,male,black,30,3. Young Adult,Western Cape,0:00:18,1. Skim,0.005,0.005,11:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
Channel O,female,black,37,4. Adult,Kwazulu Natal,1:29:18,4. Long_watch,1.488333,1.488333,41:00.0,Sun,13,Mar,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,coloured,35,3. Young Adult,Western Cape,0:29:58,3. Regular_watch,0.499444,0.499444,33:00.0,Sat,27,Feb,Weekend,4. Afternoon
Africa Magic,male,black,26,3. Young Adult,Mpumalanga,0:07:32,2. Short_watch,0.125556,0.125556,27:00.0,Thu,3,Mar,Weekday,5. Evening
E! Entertainment,male,black,26,3. Young Adult,Mpumalanga,0:03:04,1. Skim,0.051111,0.051111,58:00.0,Sat,5,Mar,Weekend,5. Evening
CNN,male,None,34,3. Young Adult,Western Cape,0:22:27,3. Regular_watch,0.374167,0.374167,38:00.0,Sun,13,Mar,Weekend,5. Evening
Supersport Live Events,male,coloured,45,4. Adult,Western Cape,0:02:44,1. Skim,0.045555,0.045555,33:00.0,Fri,12,Feb,Weekday,4. Afternoon
Trace TV,male,black,37,4. Adult,Gauteng,0:23:36,3. Regular_watch,0.393333,0.393333,29:00.0,Fri,29,Jan,Weekday,5. Evening
ICC Cricket World Cup 2011,male,coloured,10,1. Children,Limpopo,0:02:14,1. Skim,0.037222,0.037222,12:00.0,Wed,24,Feb,Weekday,4. Afternoon
Supersport Live Events,female,black,29,3. Young Adult,Gauteng,0:00:10,1. Skim,0.002778,0.002778,37:00.0,Mon,15,Feb,Weekday,3. Mid_Morning
Channel O,male,black,28,3. Young Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,38:00.0,Sat,12,Mar,Weekend,6. Evening_Peak
Supersport Live Events,male,black,39,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,08:00.0,Sun,20,Mar,Weekend,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,37,4. Adult,Western Cape,0:04:00,1. Skim,0.066667,0.066667,31:00.0,Wed,24,Feb,Weekday,4. Afternoon
SuperSport Blitz,male,black,23,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,08:00.0,Wed,2,Mar,Weekday,1. Graveyard
CNN,male,white,22,3. Young Adult,Mpumalanga,0:13:00,2. Short_watch,0.216667,0.216667,10:00.0,Sun,3,Jan,Weekend,3. Mid_Morning
Africa Magic,female,black,43,4. Adult,Gauteng,0:00:02,1. Skim,0.000556,0.000556,14:00.0,Fri,25,Mar,Weekday,6. Evening_Peak
CNN,male,coloured,46,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,02:00.0,Sun,21,Feb,Weekend,4. Afternoon
CNN,male,coloured,46,4. Adult,Gauteng,0:22:15,3. Regular_watch,0.370834,0.370834,19:00.0,Fri,26,Feb,Weekday,2. Morning_Peak
CNN,female,black,55,4. Adult,Gauteng,0:04:01,1. Skim,0.066945,0.066945,54:00.0,Fri,5,Feb,Weekday,4. Afternoon
Africa Magic,male,black,45,4. Adult,Eastern Cape,0:00:00,1. Skim,0,0.00E+00,10:00.0,Sun,3,Jan,Weekend,6. Evening_Peak
Supersport Live Events,male,black,37,4. Adult,Western Cape,0:00:44,1. Skim,0.012222,0.012222,32:00.0,Mon,18,Jan,Weekday,4. Afternoon
Supersport Live Events,male,None,34,3. Young Adult,Gauteng,0:01:20,1. Skim,0.022223,0.022223,01:00.0,Fri,25,Mar,Weekday,4. Afternoon
Channel O,male,black,23,3. Young Adult,Gauteng,0:04:51,1. Skim,0.080834,0.080834,54:00.0,Wed,9,Mar,Weekday,3. Mid_Morning
Trace TV,male,coloured,25,3. Young Adult,Western Cape,0:05:48,2. Short_watch,0.096666,0.096666,02:00.0,Wed,24,Feb,Weekday,2. Morning_Peak
Africa Magic,male,black,38,4. Adult,Kwazulu Natal,0:00:04,1. Skim,0.001111,0.001111,36:00.0,Sun,21,Feb,Weekend,6. Evening_Peak
Channel O,male,black,27,3. Young Adult,Limpopo,0:14:48,2. Short_watch,0.246666,0.246666,13:00.0,Sun,3,Jan,Weekend,2. Morning_Peak
ICC Cricket World Cup 2011,male,indian_asian,30,3. Young Adult,Gauteng,0:00:42,1. Skim,0.011667,0.011667,01:00.0,Wed,30,Mar,Weekday,5. Evening
Supersport Live Events,male,black,34,3. Young Adult,Gauteng,0:00:24,1. Skim,0.006667,0.006667,20:00.0,Sun,28,Feb,Weekend,6. Evening_Peak
Africa Magic,male,indian_asian,36,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,59:00.0,Thu,25,Feb,Weekday,5. Evening
Africa Magic,female,black,25,3. Young Adult,Gauteng,0:14:58,2. Short_watch,0.249444,0.249444,03:00.0,Tue,29,Mar,Weekday,5. Evening
Boomerang,male,black,19,2. Teen,Limpopo,0:00:00,1. Skim,0,0.00E+00,24:00.0,Fri,1,Apr,Weekday,1. Graveyard
Boomerang,male,black,43,4. Adult,Gauteng,0:00:54,1. Skim,0.015,0.015,17:00.0,Thu,31,Mar,Weekday,4. Afternoon
Trace TV,male,coloured,22,3. Young Adult,Western Cape,0:01:06,1. Skim,0.018334,0.018334,17:00.0,Tue,2,Feb,Weekday,4. Afternoon
Trace TV,male,coloured,28,3. Young Adult,Gauteng,0:00:15,1. Skim,0.004167,0.004167,52:00.0,Sat,16,Jan,Weekend,3. Mid_Morning
Channel O,male,black,36,4. Adult,Gauteng,0:00:36,1. Skim,0.01,0.01,38:00.0,Mon,14,Mar,Weekday,4. Afternoon
Vuzu,male,black,36,4. Adult,Gauteng,0:00:20,1. Skim,0.005556,0.005556,23:00.0,Sat,19,Mar,Weekend,3. Mid_Morning
Africa Magic,male,black,36,4. Adult,Gauteng,0:00:26,1. Skim,0.007222,0.007222,13:00.0,Wed,30,Mar,Weekday,4. Afternoon
CNN,male,coloured,30,3. Young Adult,Western Cape,0:00:52,1. Skim,0.014444,0.014444,19:00.0,Thu,31,Mar,Weekday,6. Evening_Peak
Channel O,male,black,34,3. Young Adult,Gauteng,0:02:54,1. Skim,0.048333,0.048333,51:00.0,Mon,14,Mar,Weekday,4. Afternoon
Trace TV,male,black,20,3. Young Adult,Gauteng,0:05:54,2. Short_watch,0.098333,0.098333,47:00.0,Sat,12,Mar,Weekend,4. Afternoon
Boomerang,male,black,36,4. Adult,Gauteng,0:00:14,1. Skim,0.003889,0.003889,45:00.0,Mon,8,Feb,Weekday,4. Afternoon
Channel O,male,black,20,3. Young Adult,Gauteng,0:01:42,1. Skim,0.028334,0.028334,50:00.0,Thu,10,Mar,Weekday,4. Afternoon
Channel O,male,black,37,4. Adult,Gauteng,0:11:39,2. Short_watch,0.194166,0.194166,50:00.0,Tue,22,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,indian_asian,36,4. Adult,Kwazulu Natal,0:01:02,1. Skim,0.017223,0.017223,58:00.0,Sun,6,Mar,Weekend,4. Afternoon
Supersport Live Events,male,coloured,35,3. Young Adult,Western Cape,0:24:10,3. Regular_watch,0.402778,0.402778,58:00.0,Sun,27,Mar,Weekend,5. Evening
Supersport Live Events,male,white,23,3. Young Adult,Gauteng,0:05:50,2. Short_watch,0.097222,0.097222,31:00.0,Thu,24,Mar,Weekday,4. Afternoon
Trace TV,female,black,26,3. Young Adult,North West,0:15:21,3. Regular_watch,0.255833,0.255833,45:00.0,Mon,7,Mar,Weekday,4. Afternoon
Channel O,None,None,0,1. Children,None,1:06:21,4. Long_watch,1.105833,1.105833,34:00.0,Mon,21,Mar,Weekday,4. Afternoon
Cartoon Network,male,black,22,3. Young Adult,Free State,0:05:10,2. Short_watch,0.086111,0.086111,49:00.0,Sat,2,Jan,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,coloured,18,2. Teen,Eastern Cape,0:01:46,1. Skim,0.029445,0.029445,33:00.0,Mon,28,Mar,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,coloured,29,3. Young Adult,Western Cape,0:10:10,2. Short_watch,0.169445,0.169445,59:00.0,Tue,1,Mar,Weekday,4. Afternoon
Channel O,female,coloured,43,4. Adult,Western Cape,0:00:57,1. Skim,0.015833,0.015833,46:00.0,Thu,18,Feb,Weekday,4. Afternoon
Trace TV,male,coloured,23,3. Young Adult,Western Cape,0:16:48,3. Regular_watch,0.28,0.28,07:00.0,Wed,10,Feb,Weekday,4. Afternoon
Trace TV,male,black,31,3. Young Adult,Gauteng,0:01:15,1. Skim,0.020834,0.020834,26:00.0,Sat,6,Feb,Weekend,6. Evening_Peak
Africa Magic,male,indian_asian,29,3. Young Adult,Gauteng,0:01:23,1. Skim,0.023056,0.023056,21:00.0,Sat,26,Mar,Weekend,4. Afternoon
CNN,female,None,11,1. Children,Eastern Cape,0:00:04,1. Skim,0.001111,0.001111,32:00.0,Fri,1,Jan,Weekday,2. Morning_Peak
SuperSport Blitz,male,coloured,50,4. Adult,Western Cape,0:01:08,1. Skim,0.018889,0.018889,55:00.0,Sun,13,Mar,Weekend,3. Mid_Morning
E! Entertainment,male,coloured,37,4. Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,35:00.0,Thu,31,Mar,Weekday,5. Evening
Boomerang,male,black,25,3. Young Adult,Gauteng,0:00:40,1. Skim,0.011111,0.011111,49:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
Vuzu,male,black,19,2. Teen,Gauteng,0:00:15,1. Skim,0.004167,0.004167,07:00.0,Wed,16,Mar,Weekday,5. Evening
Supersport Live Events,male,coloured,36,4. Adult,Western Cape,0:01:00,1. Skim,0.016667,0.016667,44:00.0,Thu,18,Feb,Weekday,2. Morning_Peak
SuperSport Blitz,male,black,21,3. Young Adult,Free State,1:48:38,4. Long_watch,1.810556,1.810556,06:00.0,Tue,23,Feb,Weekday,2. Morning_Peak
Supersport Live Events,male,black,18,2. Teen,Gauteng,0:55:44,3. Regular_watch,0.928889,0.928889,58:00.0,Tue,12,Jan,Weekday,6. Evening_Peak
Cartoon Network,male,black,15,2. Teen,Limpopo,0:01:27,1. Skim,0.024167,0.024167,52:00.0,Wed,27,Jan,Weekday,3. Mid_Morning
Channel O,male,black,43,4. Adult,Free State,0:00:27,1. Skim,0.0075,0.0075,43:00.0,Wed,24,Feb,Weekday,6. Evening_Peak
Africa Magic,male,black,43,4. Adult,Free State,0:05:07,2. Short_watch,0.085277,0.085277,07:00.0,Sat,27,Feb,Weekend,3. Mid_Morning
Africa Magic,male,coloured,29,3. Young Adult,Limpopo,0:00:42,1. Skim,0.011667,0.011667,20:00.0,Fri,18,Mar,Weekday,4. Afternoon
Channel O,male,black,26,3. Young Adult,Gauteng,1:59:48,4. Long_watch,1.996666,1.996666,02:00.0,Thu,21,Jan,Weekday,3. Mid_Morning
Africa Magic,male,black,52,4. Adult,Mpumalanga,0:02:22,1. Skim,0.039444,0.039444,41:00.0,Thu,24,Mar,Weekday,1. Graveyard
Boomerang,male,black,52,4. Adult,Mpumalanga,0:01:14,1. Skim,0.020556,0.020556,18:00.0,Mon,7,Mar,Weekday,4. Afternoon
Africa Magic,male,black,21,3. Young Adult,Limpopo,0:02:57,1. Skim,0.049166,0.049166,09:00.0,Sat,19,Mar,Weekend,6. Evening_Peak
Cartoon Network,male,black,21,3. Young Adult,Limpopo,0:07:27,2. Short_watch,0.124167,0.124167,23:00.0,Sun,20,Mar,Weekend,5. Evening
SuperSport Blitz,male,black,14,2. Teen,Gauteng,0:00:22,1. Skim,0.006111,0.006111,42:00.0,Sun,31,Jan,Weekend,5. Evening
Trace TV,male,indian_asian,28,3. Young Adult,Kwazulu Natal,1:29:54,4. Long_watch,1.498333,1.498333,45:00.0,Mon,7,Mar,Weekday,6. Evening_Peak
Trace TV,male,coloured,31,3. Young Adult,Gauteng,0:04:30,1. Skim,0.075,0.075,44:00.0,Tue,16,Feb,Weekday,3. Mid_Morning
Supersport Live Events,male,coloured,48,4. Adult,Western Cape,0:00:22,1. Skim,0.006111,0.006111,28:00.0,Sat,20,Feb,Weekend,2. Morning_Peak
Supersport Live Events,male,coloured,48,4. Adult,Western Cape,0:04:34,1. Skim,0.076111,0.076111,54:00.0,Thu,25,Feb,Weekday,3. Mid_Morning
Cartoon Network,female,coloured,31,3. Young Adult,Eastern Cape,0:00:28,1. Skim,0.007778,0.007778,48:00.0,Fri,29,Jan,Weekday,6. Evening_Peak
Trace TV,male,black,32,3. Young Adult,Free State,0:00:00,1. Skim,0,0.00E+00,38:00.0,Fri,12,Feb,Weekday,4. Afternoon
E! Entertainment,male,black,37,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,37:00.0,Fri,12,Feb,Weekday,5. Evening
SuperSport Blitz,male,coloured,41,4. Adult,Western Cape,0:11:16,2. Short_watch,0.187777,0.187777,31:00.0,Tue,5,Jan,Weekday,6. Evening_Peak
Trace TV,male,coloured,26,3. Young Adult,Western Cape,0:28:51,3. Regular_watch,0.480834,0.480834,49:00.0,Thu,31,Mar,Weekday,6. Evening_Peak
Cartoon Network,female,black,31,3. Young Adult,Gauteng,0:28:28,3. Regular_watch,0.474445,0.474445,03:00.0,Fri,1,Jan,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,None,32,3. Young Adult,Limpopo,0:10:10,2. Short_watch,0.169445,0.169445,42:00.0,Tue,29,Mar,Weekday,4. Afternoon
Trace TV,male,black,28,3. Young Adult,Eastern Cape,0:13:12,2. Short_watch,0.22,0.22,13:00.0,Tue,5,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,coloured,23,3. Young Adult,Western Cape,0:02:30,1. Skim,0.041666,0.041666,09:00.0,Fri,15,Jan,Weekday,1. Graveyard
